IDQUEST	ANY_NAIX	P1	P2	P3_A	P3_B	P3_C	P3_D	P3BIS	P4_A	P4_B	P4_C	P4_D	P5_A	P5_B	P5_C	P5_D	P6	P7	P8_A	P8_B	P8_C	P8_D	P9_A	P9_B	P9_C	P9_D	P10	P11	P15	P17	P18	P22	P23	P25	P26	P30	P31	P35	P39	P40	P42	P43	P47	P48	P50A	P50B	P50C	P51A	P51B	P51C	P56	P60	P64	P65	P66	P70	P73	P74	P75	P79	P81	P85	P89	P93	P97	P101	P105	P109	P116	P117	P118	P119	P120	P121	P122	P123	P124	P128A_1	P128A_2	P128A_3	P128A_4	P128B_1	P128B_2	P128B_3	P128B_4	P128C_1	P128C_2	P128C_3	P128C_4	P128D_1	P128D_2	P128D_3	P128D_4	P128E_1	P128E_2	P128E_3	P128E_4	P129	P130	P130A	P130B	P131	P132	P134	P135	SEXE	SIT_PROF	AMBIT_TERRITORIAL	EDAT_5	CAL
493218	1970	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	1	1	2	 	 	 	3	5	3	4	5	2	3	4	5	2	5	5	1	1	3	5	2	1	1	 	 	5	 	 	3	5	2	 	99	1	2	 	3	3	5	5	5	5	5	5	5	3	1	2	2	2	4	2	2	1	2	9	7	10	8	10	10	10	10	 	 	 	 	6	0	4	0	8	8	8	8	1	1	 	 	3	2003	4	3	6	4	1	7	1254084
493318	1975	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	2	2	 	2	 	 	 	4	5	2	2	5	2	2	2	5	2	5	5	1	1	3	5	2	0	 	 	 	 	 	 	5	5	2	 	99	2	3	 	5	5	5	5	5	5	1	5	5	5	5	3	5	2	3	2	99	1	3	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	2	0	0	0	2	2	 	4	1	0	3	1	1	5	1	6	1366524
493418	2000	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	2	1	1	1	1	2	 	 	 	2	1	1	4	2	2	1	2	1	1	5	1	3	 	 	 	 	0	 	 	 	 	 	 	5	5	1	1	5	7	 	 	99	99	1	5	99	1	1	1	1	5	2	2	2	2	3	2	2	2	3	10	10	10	10	10	10	10	10	 	 	 	 	1	0	0	0	9	8	9	8	2	2	 	 	1	0	2	1	1	99	1	1	1450933
493518	1939	1	 	1	1	1	2	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	 	1	1	 	2	3	2	 	99	4	2	 	4	3	2	2	2	2	2	2	2	2	1	2	2	2	3	2	3	2	1	10	10	7	5	10	10	10	8	 	 	 	 	0	0	0	0	0	0	0	0	1	1	 	 	2	1959	3	1	1	4	1	13	1269174
493618	1971	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	4	5	2	1	5	99	2	1	5	99	5	97	1	1	2	5	2	2	1	1	 	4	4	 	4	4	2	 	99	1	2	 	4	3	3	3	3	2	2	3	3	5	1	3	2	2	1	1	1	2	3	10	10	8	6	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	1	 	 	3	1975	3	1	6	4	1	7	1254084
493718	1978	998	 	2	 	 	 	 	1	1	1	1	 	 	 	 	998	2	1	1	1	1	2	 	 	 	3	5	3	3	6	998	3	1	6	998	6	6	2	 	3	6	998	1	3	 	 	6	 	 	6	6	2	 	99	1	1	1	6	5	5	5	5	5	5	5	5	5	2	4	5	99	5	2	2	2	99	2	0	0	0	8	8	8	8	 	 	 	 	0	0	0	0	9	8	8	9	2	2	 	 	3	2006	4	2	1	3	1	5	1403236
493818	1989	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	998	2	1	1	1	1	2	 	 	 	6	6	3	3	6	998	3	2	6	998	6	6	1	1	3	6	105	0	 	 	 	 	 	 	6	5	2	 	99	1	2	 	5	4	4	5	5	5	5	5	5	8	3	3	2	1	2	3	2	2	4	5	3	7	7	10	10	10	10	 	 	 	 	0	0	0	0	10	10	10	10	1	1	 	 	3	2011	4	2	1	4	1	3	1489864
493918	1969	2	 	2	 	 	 	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	4	5	3	2	5	2	3	2	5	2	5	5	1	1	3	5	2	2	3	3	 	5	5	 	5	5	2	 	99	8	 	 	99	99	5	5	5	5	5	5	5	5	98	4	5	4	99	99	99	2	4	5	0	6	0	10	10	10	10	 	 	 	 	0	0	0	0	3	0	3	0	2	1	 	 	3	2017	3	2	6	99	1	7	1254084
494018	1998	197	 	1	1	1	1	 	1	1	1	1	 	 	 	 	197	2	1	1	1	1	2	 	 	 	4	9	3	3	5	197	3	3	5	197	6	6	3	 	 	 	 	0	 	 	 	 	 	 	5	3	1	1	4	7	 	 	99	99	5	5	99	5	99	5	4	4	2	3	2	2	3	3	3	1	3	8	8	10	8	10	9	10	10	 	 	 	 	2	0	0	0	7	7	9	9	2	2	 	 	3	2007	3	2	1	99	1	1	1489864
494118	1985	2	 	2	 	 	 	 	1	1	1	2	 	 	 	 	234	234	2	 	 	 	2	 	 	 	4	6	3	1	6	234	3	3	6	234	6	6	1	1	3	6	234	2	1	1	 	6	6	 	6	5	2	 	99	1	1	1	5	5	5	5	5	5	5	5	5	6	5	4	5	1	1	99	99	99	3	6	0	0	0	9	9	6	0	 	 	 	 	0	0	0	0	0	0	0	0	2	99	 	 	3	2008	3	2	6	3	1	4	1194198
494218	1959	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	3	2	 	 	 	1	2	2	 	2	1	1	2	5	2	1	3	1	1	97	1	2	 	1	5	2	2	1	1	 	1	1	 	3	3	2	 	99	1	2	 	5	3	2	2	1	1	1	2	2	1	1	2	2	2	3	1	99	1	1	9	9	7	6	10	10	10	10	 	 	 	 	3	3	2	2	0	0	0	0	2	99	 	 	1	0	3	1	1	4	1	9	1357845
494318	1999	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	1	1	2	 	 	 	4	5	3	3	5	2	3	3	5	2	5	5	1	2	3	5	2	0	 	 	 	 	 	 	5	5	1	2	8	7	 	 	99	99	5	5	5	5	3	5	5	5	1	3	2	2	3	3	2	2	8	9	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	6	6	8	5	2	2	 	 	3	2004	3	1	1	99	1	1	1489864
494418	1940	2	 	1	1	1	2	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	1	99	2	1	5	2	2	1	5	2	5	5	3	 	 	 	 	1	1	 	 	5	 	 	5	5	2	 	99	4	2	 	5	5	5	5	5	5	5	5	5	5	98	4	5	2	3	1	99	99	3	7	3	5	2	10	10	8	7	 	 	 	 	0	0	0	0	1	0	0	0	2	99	 	 	2	1962	2	1	6	4	1	13	1316016
494518	1994	2	 	1	2	1	2	 	1	1	1	1	 	 	 	 	2	107	1	1	1	1	1	1	1	1	3	6	3	4	8	2	3	4	8	2	8	5	3	 	 	 	 	0	 	 	 	 	 	 	8	5	2	 	99	1	4	 	8	5	5	5	5	5	5	5	5	8	2	4	5	1	1	99	3	2	9	6	1	6	1	10	9	9	8	 	 	 	 	4	4	7	2	10	10	10	10	2	1	 	 	3	2017	4	2	1	6	1	2	1489864
494618	1986	193	 	1	2	1	2	 	1	1	1	1	 	 	 	 	193	999	1	1	1	1	2	 	 	 	3	6	3	4	6	193	3	4	6	193	6	6	1	1	3	6	193	1	1	 	 	99	 	 	8	5	2	 	99	1	2	 	6	6	5	5	5	5	5	5	5	6	2	4	5	4	2	99	2	1	99	5	3	7	1	10	7	10	5	 	 	 	 	5	3	5	1	10	10	10	10	2	1	 	 	3	2014	4	2	6	4	1	4	1194198
494718	1953	2	 	2	 	 	 	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	3	5	2	1	5	2	2	1	5	2	5	5	1	1	2	5	2	1	1	 	 	5	 	 	5	5	2	 	99	4	3	 	5	5	5	5	5	5	99	5	5	5	1	4	5	1	2	2	99	2	3	0	0	0	0	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	5	2	1972	1	1	6	5	1	10	1215188
494818	1981	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	1	1	2	 	 	 	2	5	1	1	5	2	1	2	5	2	5	5	1	1	1	5	2	0	 	 	 	 	 	 	3	3	2	 	99	1	2	 	3	3	5	5	5	5	5	5	5	5	1	3	2	2	3	2	2	1	3	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	5	5	5	5	2	2	 	 	1	0	3	1	6	4	1	5	1162989
494918	1967	2	 	1	1	1	1	6	1	1	1	1	 	 	 	 	2	2	2	 	 	 	1	1	1	1	5	3	2	2	5	2	2	1	5	2	5	5	1	1	1	5	1	3	1	1	1	5	5	3	5	5	2	 	99	1	2	 	4	3	4	4	4	4	3	5	4	5	1	3	2	2	3	2	2	1	3	10	8	10	9	10	10	10	10	 	 	 	 	5	5	7	5	2	2	4	2	1	2	 	 	1	0	4	1	6	4	1	8	1221277
495018	1945	2	 	1	2	2	 	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	1	1	1	2	4	5	2	1	5	2	2	2	5	2	5	5	1	1	2	5	2	5	1	1	1	5	5	5	5	5	2	 	99	4	2	 	5	5	5	5	5	5	99	5	5	99	5	98	5	4	2	1	1	2	99	1	0	0	0	10	10	10	10	 	 	 	 	1	1	1	1	0	0	0	0	2	2	 	5	2	1972	2	1	1	4	1	12	1269174
495118	1951	2	 	1	1	2	 	 	1	1	1	1	 	 	 	 	1	99	2	 	 	 	2	 	 	 	2	5	2	3	5	2	2	2	5	2	97	97	1	1	2	5	2	0	 	 	 	 	 	 	5	5	2	 	99	4	1	1	5	88	99	5	5	5	5	5	5	4	99	4	5	99	2	1	1	99	9	8	8	6	4	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	99	 	 	2	1966	3	1	1	3	1	11	1269174
495218	1994	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	2	 	2	 	 	 	3	5	2	3	4	2	1	3	5	2	5	5	3	 	 	 	 	0	 	 	 	 	 	 	5	5	1	1	3	7	 	 	99	99	5	5	5	4	4	4	5	4	5	3	1	1	3	99	99	2	4	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	3	3	3	3	2	99	 	 	1	0	4	1	1	99	1	2	1450933
495318	1949	2	 	2	 	 	 	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	2	5	2	1	5	2	2	2	5	2	5	5	1	1	2	5	2	2	1	1	 	5	5	 	5	5	2	 	99	4	2	 	5	5	5	5	5	5	5	5	5	99	4	4	5	1	4	1	1	2	4	4	4	5	3	9	9	9	8	 	 	 	 	1	1	2	1	0	0	0	0	2	2	 	5	2	0	3	1	1	4	1	11	1269174
495418	1988	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	1	1	1	1	1	2	2	3	2	3	5	2	2	4	8	142	5	8	1	1	1	5	1	0	 	 	 	 	 	 	5	5	2	 	99	1	3	 	3	1	5	5	5	5	5	5	5	5	5	3	5	2	4	2	2	2	2	8	6	7	4	10	10	10	10	 	 	 	 	7	6	6	5	9	9	9	9	2	1	 	 	2	2013	4	1	6	5	1	3	1377514
495518	1956	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	1	1	1	2	3	3	1	1	1	1	1	1	1	2	1	5	1	1	2	4	2	2	2	1	 	1	1	 	2	3	2	 	99	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	2	4	3	3	1	1	10	10	10	10	10	10	10	10	 	 	 	 	7	6	6	3	0	0	0	0	2	1	6	 	1	0	4	1	1	3	1	10	1357845
495618	1934	2	 	2	 	 	 	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	1	99	2	1	5	2	2	1	5	2	99	99	3	 	 	 	 	0	 	 	 	 	 	 	5	5	2	 	99	4	2	 	5	99	5	99	5	5	5	5	5	99	98	4	5	1	2	1	99	2	99	5	0	 	0	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	5	2	0	2	1	6	4	1	14	1316016
495718	1957	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	3	5	2	2	5	2	2	2	5	2	97	97	1	1	1	5	99	1	1	 	 	5	 	 	5	5	2	 	99	8	 	 	99	99	5	5	5	4	4	4	3	99	5	4	5	2	3	2	2	2	3	9	9	9	5	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	2	1985	2	1	6	99	1	10	1215188
495818	1967	3	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	4	4	2	1	5	2	2	2	5	2	5	5	1	1	1	4	2	2	1	1	 	4	4	 	4	4	2	 	99	1	2	 	4	2	4	4	4	4	4	4	4	5	3	3	2	2	1	1	1	1	3	10	8	8	6	10	10	10	10	 	 	 	 	3	3	2	2	6	4	4	4	1	1	 	 	2	1969	4	1	6	4	1	8	1215188
495918	1967	99	 	1	1	1	2	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	4	5	2	2	5	2	2	2	5	2	5	5	1	1	2	5	2	2	1	1	 	5	5	 	5	5	2	 	99	1	2	 	5	3	5	5	5	5	5	5	5	5	5	4	5	1	2	2	2	99	99	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	2	99	 	 	1	0	2	1	1	4	1	8	1357845
496018	1933	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	97	97	1	1	1	1	1	2	1	1	 	1	1	 	1	1	2	 	99	4	2	 	2	9	2	2	2	1	1	1	1	7	1	2	4	3	4	3	3	1	1	10	10	10	8	10	10	10	10	 	 	 	 	8	6	9	5	10	10	10	10	2	1	 	 	1	0	4	1	1	4	1	14	1275538
496118	1933	2	 	1	1	1	2	 	1	1	1	1	 	 	 	 	142	2	1	1	1	2	1	2	1	2	1	99	2	2	8	142	2	3	8	142	6	6	1	2	2	5	142	2	3	3	 	5	5	 	5	5	2	 	99	4	1	3	5	8	5	5	5	5	5	5	5	5	1	3	2	4	2	1	2	1	3	5	5	4	4	10	10	10	10	 	 	 	 	6	5	5	4	4	4	3	3	2	2	 	5	2	2002	3	3	1	2	1	14	1269174
496218	1968	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	1	1	1	2	4	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	99	2	1	1	 	1	1	 	2	2	2	 	99	1	2	 	2	2	2	2	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	10	10	10	9	10	10	10	9	 	 	 	 	7	6	7	5	1	0	0	0	1	1	 	 	1	0	2	1	1	4	1	7	1357845
496318	1992	3	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	3	1	1	1	1	2	 	 	 	4	3	1	3	5	2	1	2	1	1	97	1	1	2	3	5	2	0	 	 	 	 	 	 	3	5	2	 	99	1	2	 	5	3	5	5	1	1	1	1	1	3	2	3	2	2	4	2	99	1	2	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	10	8	8	7	2	2	 	 	1	0	3	1	1	4	1	3	1450933
496418	1982	2	1	1	2	1	2	 	1	1	1	1	 	 	 	 	2	2	1	1	1	1	2	 	 	 	2	5	2	3	8	1	2	2	8	1	8	8	1	2	1	5	1	0	 	 	 	 	 	 	8	5	1	1	5	1	2	 	5	5	5	5	5	5	5	5	5	9	4	4	5	1	2	99	99	2	5	10	 	8	 	10	10	10	10	 	 	 	 	0	0	0	0	7	7	7	7	2	2	 	 	2	2014	3	1	6	4	1	5	1157197
496518	1973	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	3	2	 	 	 	2	 	 	 	4	3	1	2	5	1	2	3	5	2	5	5	1	1	1	5	99	2	1	1	 	3	3	 	5	5	2	 	99	1	2	 	5	3	3	5	1	1	1	1	1	5	1	1	2	2	1	2	1	2	3	8	8	8	8	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	1	0	3	1	1	4	1	6	520707
496618	1979	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	99	1	1	1	1	1	1	1	1	1	3	1	1	4	1	2	1	4	5	2	1	5	1	1	1	1	1	1	1	 	 	9	 	 	2	2	2	 	99	1	2	 	7	88	2	2	2	1	1	1	1	9	5	2	2	2	4	2	3	1	9	10	10	10	10	10	10	10	10	 	 	 	 	8	8	9	8	9	9	9	9	2	2	 	 	1	0	4	1	1	4	1	5	520707
496718	1980	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	3	1	2	1	1	1	1	1	1	1	99	1	1	1	2	1	3	2	1	2	2	2	 	1	1	1	0	 	 	 	 	 	 	3	3	1	1	2	1	1	1	99	2	2	1	1	1	1	1	3	2	2	1	2	2	4	3	1	1	2	10	10	10	9	10	10	10	9	 	 	 	 	7	4	8	5	4	3	8	5	2	1	 	 	1	0	3	1	1	3	1	5	520707
496818	1968	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	1	1	1	1	1	1	1	1	2	5	1	1	1	1	2	1	1	1	2	5	5	1	1	1	1	1	3	1	1	1	1	1	1	2	1	2	 	99	1	1	3	2	2	1	1	1	1	1	1	1	2	1	1	1	2	4	3	3	1	2	10	10	10	8	10	9	10	8	 	 	 	 	7	7	7	4	8	7	9	7	2	1	 	 	1	0	4	1	1	2	1	7	517400
496918	1964	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	2	5	2	2	5	2	2	2	5	2	5	5	1	1	1	5	2	0	 	 	 	 	 	 	4	3	2	 	99	1	2	 	4	4	4	4	4	3	3	3	4	5	2	3	2	2	2	1	1	1	3	10	7	7	6	10	10	10	10	 	 	 	 	5	3	5	3	0	0	0	0	2	2	 	 	1	0	2	1	1	4	1	8	517400
497018	1970	2	 	1	2	2	 	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	5	5	3	2	5	2	3	2	5	2	97	97	1	1	3	5	2	2	1	1	 	5	5	 	5	5	2	 	99	1	2	 	5	5	5	5	5	5	5	5	5	5	2	4	5	1	2	2	2	2	5	4	0	0	0	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	3	2000	3	1	1	4	1	7	531302
497118	1962	108	 	1	2	2	 	 	1	1	1	1	 	 	 	 	108	2	2	 	 	 	2	 	 	 	6	8	3	1	6	108	3	1	6	108	97	97	1	1	3	6	108	4	3	1	1	6	5	5	5	5	2	 	99	1	2	 	5	5	5	5	5	5	5	5	5	8	2	4	5	1	3	2	2	2	3	3	0	0	0	10	10	10	8	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	3	1990	2	1	1	4	1	9	531302
497218	1972	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	1	2	2	 	 	 	2	3	3	3	5	2	3	3	5	2	97	5	2	 	1	3	1	1	1	 	 	2	 	 	5	5	2	 	99	1	3	 	5	5	3	3	5	4	4	4	5	4	1	3	2	2	2	2	2	2	3	8	8	8	7	10	10	10	10	 	 	 	 	0	0	0	0	4	4	3	1	1	1	 	 	3	2003	4	2	1	5	1	7	531302
497318	1984	3	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	3	1	1	1	1	2	 	 	 	2	1	1	2	1	1	1	1	1	99	1	97	2	 	3	9	998	0	 	 	 	 	 	 	3	99	2	 	99	1	3	 	3	88	3	3	5	5	99	5	3	3	5	98	2	2	2	2	2	1	3	9	9	9	9	9	9	9	9	 	 	 	 	5	0	5	0	8	6	9	7	2	2	 	 	1	0	3	1	1	5	1	4	520707
497418	1953	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	2	1	2	1	1	2	1	2	1	1	5	1	1	1	1	1	1	2	1	1	 	1	1	 	2	2	2	 	99	1	2	 	1	2	1	99	1	1	1	2	1	1	2	2	4	1	2	1	1	1	1	10	10	10	8	10	10	10	10	 	 	 	 	2	1	0	0	0	0	0	0	2	1	 	 	1	0	3	1	1	4	1	10	517400
497518	1977	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	1	1	2	 	 	 	1	99	2	2	5	2	2	1	5	2	97	97	3	 	 	 	 	0	 	 	 	 	 	 	4	5	2	 	99	1	2	 	4	3	4	4	4	4	2	4	4	4	2	3	2	2	1	1	1	1	3	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	8	8	8	8	2	2	 	 	1	0	4	1	1	4	1	6	520707
497618	1995	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	5	4	1	4	5	2	1	99	4	2	5	4	1	2	1	4	1	0	 	 	 	 	 	 	3	3	1	1	2	7	 	 	99	99	3	3	3	2	1	2	3	3	1	2	2	2	4	99	99	2	3	10	10	10	8	10	10	10	9	 	 	 	 	4	5	5	2	6	6	5	6	99	1	 	 	1	0	3	1	6	99	1	2	527527
497718	1995	1	998	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	3	1	1	3	1	2	1	3	1	1	1	1	3	 	 	 	 	0	 	 	 	 	 	 	3	2	1	1	3	7	 	 	99	99	3	4	2	2	1	2	2	2	1	2	2	2	3	99	99	1	2	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	8	7	9	7	2	2	 	 	1	0	4	1	6	99	1	2	527527
497818	1949	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	2	1	2	99	1	2	1	2	1	1	5	1	1	1	1	1	99	2	1	1	 	1	1	 	1	2	2	 	99	4	1	1	99	3	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	9	8	8	7	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	1	0	3	1	1	3	1	11	486037
497918	1967	3	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	3	5	1	2	5	2	2	2	4	1	5	99	1	1	3	5	2	1	1	 	 	5	 	 	4	3	2	 	99	1	2	 	3	3	2	2	2	2	2	2	3	5	2	2	2	2	2	2	2	2	3	10	8	10	5	10	10	10	10	 	 	 	 	4	0	5	0	4	0	5	4	2	1	6	 	1	0	2	1	6	4	1	8	465363
498018	1955	2	 	1	1	1	2	 	1	1	1	1	 	 	 	 	142	2	2	 	 	 	2	 	 	 	1	99	2	1	5	142	2	1	5	142	5	5	2	 	1	5	1	1	1	 	 	5	 	 	5	5	2	 	99	4	2	 	5	4	5	5	5	5	5	5	5	5	2	2	2	2	4	2	1	1	3	9	5	6	0	10	9	9	9	 	 	 	 	4	3	5	3	5	3	6	5	2	1	 	 	1	0	4	1	6	4	1	10	465363
498118	1945	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	1	2	 	 	 	2	 	 	 	2	1	2	2	5	2	2	2	5	2	5	5	3	 	 	 	 	0	 	 	 	 	 	 	1	1	2	 	99	4	2	 	1	5	1	1	1	1	1	1	1	1	1	1	1	2	2	2	99	1	1	10	10	10	10	10	10	10	10	 	 	 	 	4	2	2	0	3	0	0	0	2	2	 	 	1	0	3	1	6	4	1	12	503975
498218	1975	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	1	1	2	 	 	 	2	4	2	1	5	2	2	2	5	2	5	5	1	1	1	4	2	0	 	 	 	 	 	 	3	3	2	 	99	1	2	 	4	3	3	3	2	2	2	2	3	4	3	3	2	2	3	1	2	2	3	10	10	10	10	10	10	10	10	 	 	 	 	2	0	0	0	7	6	6	6	2	2	 	 	1	0	3	1	6	4	1	6	443157
498318	2000	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	1	1	2	 	 	 	4	5	2	2	5	2	1	3	5	2	5	5	3	 	 	 	 	0	 	 	 	 	 	 	5	4	1	1	5	7	 	 	99	99	5	5	99	99	99	99	5	5	2	3	2	2	2	3	2	1	3	10	9	10	8	10	10	10	9	 	 	 	 	2	0	2	0	6	4	7	5	2	2	 	 	1	0	3	1	1	99	1	1	552875
498418	1992	3	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	3	1	1	1	1	2	 	 	 	2	5	2	2	5	2	1	3	3	1	5	97	1	1	1	4	2	0	 	 	 	 	 	 	4	4	1	2	4	9	99	 	4	3	3	3	3	3	3	3	3	4	2	2	2	2	3	2	3	2	9	10	10	10	9	10	10	10	10	 	 	 	 	2	1	3	0	6	6	7	7	2	1	 	 	1	0	3	1	6	99	1	3	527527
498518	1967	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	2	1	2	2	 	 	 	4	5	2	2	5	2	2	2	5	2	5	5	1	1	1	5	1	2	1	1	 	3	3	 	3	3	2	 	99	2	2	 	3	3	3	3	3	1	1	5	5	3	1	3	2	2	1	2	2	1	3	10	10	10	10	10	10	10	10	 	 	 	 	5	5	5	5	8	5	7	5	2	99	 	 	1	0	3	1	6	4	1	8	465363
498618	1972	2	 	2	 	 	 	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	4	5	3	99	5	2	3	99	5	2	5	5	1	1	3	5	2	2	3	3	 	5	5	 	5	5	2	 	99	1	2	 	5	5	5	5	5	5	5	5	5	5	2	4	5	1	3	2	2	2	5	0	0	0	0	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	1	 	 	3	2000	3	1	6	4	1	7	477863
498718	1960	2	 	1	2	1	2	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	4	5	3	2	5	2	3	2	5	2	5	97	1	1	2	5	2	1	3	 	 	5	 	 	5	5	2	 	99	2	2	 	99	88	5	5	5	5	5	5	5	5	2	4	5	1	3	3	2	2	5	3	0	1	0	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	1	 	 	3	2002	3	2	6	4	1	9	477863
498818	1971	2	 	1	2	2	 	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	4	5	3	2	5	2	3	99	5	2	5	5	1	1	3	5	2	3	3	3	3	5	5	5	5	5	2	 	99	1	3	 	5	5	5	5	5	5	5	5	5	4	1	4	5	1	4	2	3	1	4	5	2	1	2	10	10	10	10	 	 	 	 	2	1	0	0	3	2	3	2	1	1	 	 	3	2003	3	3	6	5	1	7	477863
498918	1966	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	2	1	2	2	 	 	 	4	2	1	3	1	2	1	2	1	1	5	1	1	1	1	4	2	2	1	1	 	1	1	 	3	2	1	2	1	1	2	 	2	2	3	3	2	1	1	4	3	2	1	2	2	2	3	2	1	1	1	10	9	10	9	9	9	10	9	 	 	 	 	2	1	0	0	5	3	6	3	1	2	 	 	1	0	4	1	6	4	1	8	465363
499018	1949	3	 	1	1	1	2	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	2	5	2	99	5	2	2	2	5	2	5	5	1	1	2	5	2	2	1	1	 	5	5	 	3	3	2	 	99	4	2	 	3	3	2	2	1	1	1	5	1	5	5	2	2	2	1	1	1	2	3	10	9	6	0	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	2	1963	2	1	1	4	1	11	483612
